商品编号,商品名称,品牌,价格（元）,原价（元）,折扣率,月销量,累计评价数,好评率,鞋面材质,鞋底材质,闭合方式,风格,适用季节,用户年龄,用户性别,用户所在省份,是否PLUS会员,下单时间（小时）,是否退货
397879572,特步男鞋简约百搭夏季透气,特步男鞋,267,290,92,870,3091,95,超纤皮鞋,EVA轻底,松紧带鞋,简约百搭,夏季透气,47,男,广东省,否,5,否
123906840,耐克潮流潮流高街秋季百搭,耐克潮流,99,138,72,282,667,95,合成革鞋,MD发泡底,松紧带鞋,潮流高街,秋季百搭,60,男,浙江省,是,3,是
192449199,李宁休闲简约百搭春季新款,李宁休闲,99,106,93,596,374,94,高端飞织,MD发泡底,拉链鞋款,简约百搭,春季新款,61,女,福建省,否,19,否
677226942,阿迪达斯复古潮鞋秋季百搭,阿迪达斯,99,129,77,6,335,90,布面材质,橡胶大底,系带设计,复古潮鞋,秋季百搭,58,男,湖北省,否,18,是
777698243,耐克潮流日常休闲冬季保暖,耐克潮流,143,151,95,1471,6953,98,超纤皮鞋,混合鞋底,系带设计,日常休闲,冬季保暖,47,男,浙江省,否,23,否
587579853,特步男鞋潮流高街四季通用,特步男鞋,226,359,63,2,5745,93,合成革鞋,混合鞋底,拉链鞋款,潮流高街,四季通用,40,女,福建省,是,19,是
947598607,耐克潮流工装硬朗秋季百搭,耐克潮流,99,130,76,634,1970,85,网布透气,TPR鞋底,套脚款式,工装硬朗,秋季百搭,58,女,河南省,是,11,否
163944081,鸿星尔克复古潮鞋春季新款,鸿星尔克,116,140,83,1292,914,100,真皮柔软,橡胶大底,拉链鞋款,复古潮鞋,春季新款,50,女,四川省,否,5,否
499945250,耐克潮流简约百搭冬季保暖,耐克潮流,99,160,62,2542,956,92,合成革鞋,EVA轻底,松紧带鞋,简约百搭,冬季保暖,47,男,山东省,否,8,否
824542700,安踏运动工装硬朗夏季透气,安踏运动,99,141,70,1469,1875,99,真皮柔软,PU中底,系带设计,工装硬朗,夏季透气,45,女,广东省,是,6,是
863168854,回力经典日常休闲秋季百搭,回力经典,99,100,99,1306,458,92,超纤皮鞋,PU中底,套脚款式,日常休闲,秋季百搭,51,女,广东省,否,20,是
478499186,安踏运动潮流高街夏季透气,安踏运动,258,487,53,1177,1064,91,高端飞织,PU中底,系带设计,潮流高街,夏季透气,48,女,四川省,是,13,是
502465192,京东京造简约百搭夏季透气,京东京造,262,279,94,60,233,98,网布透气,MD发泡底,套脚款式,简约百搭,夏季透气,39,女,河南省,是,8,否
544200790,耐克潮流复古潮鞋秋季百搭,耐克潮流,99,139,71,963,1084,100,超纤皮鞋,橡胶大底,拉链鞋款,复古潮鞋,秋季百搭,43,女,江苏省,是,20,否
877794763,回力经典复古潮鞋春季新款,回力经典,107,123,87,934,537,96,飞织面料,橡胶大底,套脚款式,复古潮鞋,春季新款,55,女,浙江省,否,2,是
260045543,鸿星尔克户外机能四季通用,鸿星尔克,122,244,50,505,1619,99,合成革鞋,PU中底,系带设计,户外机能,四季通用,47,女,河北省,否,23,是
367712999,回力经典潮流高街夏季透气,回力经典,206,355,58,1218,204,96,真皮柔软,TPR鞋底,魔术贴鞋,潮流高街,夏季透气,36,女,山东省,是,5,是
489373965,特步男鞋运动休闲四季通用,特步男鞋,162,195,83,791,1621,90,网布透气,TPR鞋底,松紧带鞋,运动休闲,四季通用,62,女,山东省,否,0,是
564318475,安踏运动复古潮鞋夏季透气,安踏运动,146,197,74,576,1934,94,飞织面料,TPR鞋底,魔术贴鞋,复古潮鞋,夏季透气,40,男,湖北省,否,23,是
337865501,鸿星尔克日常休闲四季通用,鸿星尔克,99,127,78,835,3322,96,高端飞织,EVA轻底,松紧带鞋,日常休闲,四季通用,47,女,山东省,否,10,否
174656286,安踏运动复古潮鞋秋季百搭,安踏运动,99,129,77,684,624,99,飞织面料,MD发泡底,系带设计,复古潮鞋,秋季百搭,38,女,四川省,是,23,否
647326186,耐克潮流工装硬朗夏季透气,耐克潮流,144,206,70,1455,182,85,混合材质,MD发泡底,系带设计,工装硬朗,夏季透气,43,女,福建省,否,1,是
898032022,其他品牌户外机能四季通用,其他品牌,400,404,99,2213,2223,92,真皮柔软,EVA轻底,套脚款式,户外机能,四季通用,50,女,安徽省,否,19,是
815475800,安踏运动户外机能春季新款,安踏运动,122,230,53,16,538,91,高端飞织,TPR鞋底,系带设计,户外机能,春季新款,58,男,江苏省,否,0,否
122283981,耐克潮流工装硬朗四季通用,耐克潮流,131,175,75,6,191,85,混合材质,EVA轻底,系带设计,工装硬朗,四季通用,51,女,江苏省,是,13,否
622107406,其他品牌运动休闲秋季百搭,其他品牌,200,247,81,102,933,94,飞织面料,PU中底,系带设计,运动休闲,秋季百搭,59,女,广东省,是,5,否
285459001,其他品牌简约百搭冬季保暖,其他品牌,165,201,82,1373,2156,95,布面材质,TPR鞋底,松紧带鞋,简约百搭,冬季保暖,49,男,广东省,否,22,否
198187798,安踏运动运动休闲春季新款,安踏运动,119,123,97,577,1096,92,布面材质,EVA轻底,套脚款式,运动休闲,春季新款,38,男,广东省,否,9,是
792492871,回力经典运动休闲秋季百搭,回力经典,126,156,81,2,1016,94,真皮柔软,橡胶大底,松紧带鞋,运动休闲,秋季百搭,45,男,山东省,是,23,是
243521293,特步男鞋简约百搭四季通用,特步男鞋,112,142,79,72,2954,90,混合材质,MD发泡底,拉链鞋款,简约百搭,四季通用,36,男,广东省,否,17,否
812612698,阿迪达斯潮流高街秋季百搭,阿迪达斯,236,352,67,50,454,97,超纤皮鞋,混合鞋底,拉链鞋款,潮流高街,秋季百搭,51,男,安徽省,是,1,是
735975718,京东京造运动休闲四季通用,京东京造,353,406,87,339,2578,94,网布透气,TPR鞋底,套脚款式,运动休闲,四季通用,57,女,广东省,否,17,否
165724806,斯凯奇潮户外机能夏季透气,斯凯奇潮,197,372,53,738,99,98,网布透气,PU中底,魔术贴鞋,户外机能,夏季透气,36,男,山东省,否,23,是
267913733,回力经典工装硬朗冬季保暖,回力经典,122,161,76,45,663,90,混合材质,TPR鞋底,松紧带鞋,工装硬朗,冬季保暖,36,女,江苏省,否,23,是
860796218,阿迪达斯复古潮鞋冬季保暖,阿迪达斯,99,130,76,40,1535,96,合成革鞋,TPR鞋底,系带设计,复古潮鞋,冬季保暖,51,女,河北省,是,20,是
694166609,其他品牌日常休闲春季新款,其他品牌,118,142,83,340,1638,96,飞织面料,EVA轻底,魔术贴鞋,日常休闲,春季新款,35,女,江苏省,否,20,是
175991965,京东京造潮流高街四季通用,京东京造,99,101,98,3069,195,91,布面材质,混合鞋底,套脚款式,潮流高街,四季通用,49,男,河北省,是,11,是
470856179,京东京造潮流高街秋季百搭,京东京造,232,276,84,1097,991,97,高端飞织,PU中底,松紧带鞋,潮流高街,秋季百搭,53,男,广东省,否,22,是
451423451,回力经典运动休闲夏季透气,回力经典,99,152,65,1069,2730,94,超纤皮鞋,橡胶大底,魔术贴鞋,运动休闲,夏季透气,39,男,安徽省,是,14,否
605972146,鸿星尔克运动休闲夏季透气,鸿星尔克,110,121,91,1002,261,94,合成革鞋,TPR鞋底,拉链鞋款,运动休闲,夏季透气,58,男,河南省,是,13,是
674907938,特步男鞋运动休闲春季新款,特步男鞋,126,147,86,729,589,96,高端飞织,EVA轻底,拉链鞋款,运动休闲,春季新款,50,男,浙江省,是,15,否
490186028,京东京造简约百搭春季新款,京东京造,180,191,94,33,4903,95,网布透气,橡胶大底,松紧带鞋,简约百搭,春季新款,50,女,福建省,否,23,是
298955836,鸿星尔克户外机能春季新款,鸿星尔克,108,129,84,158,1213,90,布面材质,MD发泡底,拉链鞋款,户外机能,春季新款,46,女,福建省,是,20,否
221247979,特步男鞋运动休闲冬季保暖,特步男鞋,139,199,70,2464,1289,95,超纤皮鞋,MD发泡底,魔术贴鞋,运动休闲,冬季保暖,52,女,河北省,是,18,是
942618886,其他品牌工装硬朗四季通用,其他品牌,357,406,88,668,904,97,超纤皮鞋,PU中底,系带设计,工装硬朗,四季通用,57,女,河南省,是,1,否
625654200,安踏运动简约百搭秋季百搭,安踏运动,163,183,89,46,3726,90,布面材质,EVA轻底,套脚款式,简约百搭,秋季百搭,56,女,江苏省,否,16,否
936275370,京东京造日常休闲冬季保暖,京东京造,100,128,78,3143,9888,90,真皮柔软,橡胶大底,套脚款式,日常休闲,冬季保暖,42,男,浙江省,否,20,是
716515777,李宁休闲复古潮鞋秋季百搭,李宁休闲,280,318,88,646,683,91,合成革鞋,TPR鞋底,拉链鞋款,复古潮鞋,秋季百搭,21,女,河南省,是,11,否
978219228,安踏运动简约百搭春季新款,安踏运动,185,228,81,40,142,96,网布透气,TPR鞋底,套脚款式,简约百搭,春季新款,51,女,河南省,否,23,是
909347391,其他品牌简约百搭春季新款,其他品牌,99,194,51,1133,130,98,真皮柔软,橡胶大底,拉链鞋款,简约百搭,春季新款,40,女,四川省,是,17,否
118010745,回力经典运动休闲春季新款,回力经典,99,198,50,21,347,93,混合材质,混合鞋底,松紧带鞋,运动休闲,春季新款,47,男,浙江省,是,0,是
361624664,其他品牌日常休闲四季通用,其他品牌,138,216,64,10,2073,96,高端飞织,橡胶大底,松紧带鞋,日常休闲,四季通用,54,女,山东省,否,22,否
499476832,耐克潮流户外机能四季通用,耐克潮流,220,268,82,13,477,99,合成革鞋,PU中底,松紧带鞋,户外机能,四季通用,53,女,浙江省,是,21,是
238034355,京东京造运动休闲冬季保暖,京东京造,131,187,70,2756,351,92,混合材质,MD发泡底,魔术贴鞋,运动休闲,冬季保暖,39,男,福建省,是,13,是
550214468,京东京造复古潮鞋春季新款,京东京造,201,239,84,145,2394,90,布面材质,TPR鞋底,系带设计,复古潮鞋,春季新款,39,男,江苏省,是,1,是
260945302,特步男鞋运动休闲秋季百搭,特步男鞋,218,245,89,505,6786,94,高端飞织,MD发泡底,系带设计,运动休闲,秋季百搭,57,女,湖北省,否,12,否
880992855,京东京造潮流高街夏季透气,京东京造,352,469,75,825,920,93,飞织面料,PU中底,拉链鞋款,潮流高街,夏季透气,26,男,安徽省,是,10,是
231616124,回力经典运动休闲夏季透气,回力经典,177,181,98,3978,1600,94,合成革鞋,TPR鞋底,系带设计,运动休闲,夏季透气,41,女,山东省,否,3,否
966986698,京东京造日常休闲冬季保暖,京东京造,99,134,74,827,19537,90,真皮柔软,PU中底,拉链鞋款,日常休闲,冬季保暖,42,女,安徽省,否,13,否
250858445,回力经典简约百搭夏季透气,回力经典,146,146,100,1417,940,95,合成革鞋,TPR鞋底,松紧带鞋,简约百搭,夏季透气,51,男,河南省,是,22,否
426649339,耐克潮流工装硬朗春季新款,耐克潮流,237,395,60,26,1266,85,高端飞织,混合鞋底,松紧带鞋,工装硬朗,春季新款,39,男,福建省,是,18,否
813195364,阿迪达斯户外机能夏季透气,阿迪达斯,206,248,83,3270,641,94,混合材质,TPR鞋底,系带设计,户外机能,夏季透气,39,女,四川省,否,20,否
827321781,特步男鞋复古潮鞋春季新款,特步男鞋,123,141,87,3569,154,91,飞织面料,PU中底,系带设计,复古潮鞋,春季新款,49,女,湖北省,是,11,是
505278483,阿迪达斯潮流高街秋季百搭,阿迪达斯,99,157,63,2436,431,96,高端飞织,TPR鞋底,魔术贴鞋,潮流高街,秋季百搭,58,女,安徽省,否,20,是
981807559,回力经典复古潮鞋夏季透气,回力经典,124,139,89,38,370,95,合成革鞋,混合鞋底,套脚款式,复古潮鞋,夏季透气,42,男,江苏省,否,10,是
949588855,回力经典工装硬朗秋季百搭,回力经典,141,178,79,23,943,96,飞织面料,TPR鞋底,松紧带鞋,工装硬朗,秋季百搭,41,男,福建省,是,0,是
866521560,特步男鞋户外机能春季新款,特步男鞋,99,116,85,40,447,99,超纤皮鞋,混合鞋底,拉链鞋款,户外机能,春季新款,43,女,福建省,是,8,否
467153428,鸿星尔克潮流高街冬季保暖,鸿星尔克,307,310,99,759,830,95,高端飞织,混合鞋底,套脚款式,潮流高街,冬季保暖,38,女,广东省,是,3,是
464175616,阿迪达斯日常休闲夏季透气,阿迪达斯,112,162,69,1014,13819,93,真皮柔软,EVA轻底,魔术贴鞋,日常休闲,夏季透气,50,女,广东省,否,21,否
859533285,特步男鞋运动休闲四季通用,特步男鞋,204,237,86,60,13173,90,高端飞织,EVA轻底,系带设计,运动休闲,四季通用,32,女,安徽省,否,10,否
299958300,回力经典复古潮鞋秋季百搭,回力经典,220,333,66,50,3078,94,真皮柔软,MD发泡底,系带设计,复古潮鞋,秋季百搭,60,男,江苏省,否,5,否
544914700,耐克潮流户外机能四季通用,耐克潮流,112,224,50,908,4648,96,超纤皮鞋,EVA轻底,松紧带鞋,户外机能,四季通用,48,女,四川省,是,7,否
397636535,李宁休闲潮流高街四季通用,李宁休闲,99,122,81,623,832,96,高端飞织,TPR鞋底,拉链鞋款,潮流高街,四季通用,51,男,福建省,是,15,否
513691919,特步男鞋潮流高街春季新款,特步男鞋,120,154,78,2857,1055,99,混合材质,PU中底,系带设计,潮流高街,春季新款,57,女,江苏省,否,3,否
452013678,斯凯奇潮户外机能秋季百搭,斯凯奇潮,99,106,93,502,1199,87,真皮柔软,TPR鞋底,拉链鞋款,户外机能,秋季百搭,51,女,江苏省,否,8,是
771503943,耐克潮流工装硬朗春季新款,耐克潮流,167,321,52,11,450,98,高端飞织,橡胶大底,系带设计,工装硬朗,春季新款,43,男,广东省,是,2,是
776962678,安踏运动户外机能冬季保暖,安踏运动,471,798,59,28,2095,96,混合材质,橡胶大底,松紧带鞋,户外机能,冬季保暖,49,女,福建省,是,21,否
903363417,安踏运动潮流高街春季新款,安踏运动,148,211,70,361,629,94,飞织面料,PU中底,套脚款式,潮流高街,春季新款,50,女,安徽省,否,17,是
781066347,鸿星尔克简约百搭夏季透气,鸿星尔克,118,149,79,17,397,94,真皮柔软,混合鞋底,松紧带鞋,简约百搭,夏季透气,55,男,安徽省,否,12,是
198347397,耐克潮流运动休闲春季新款,耐克潮流,106,151,70,628,807,90,合成革鞋,EVA轻底,套脚款式,运动休闲,春季新款,57,男,四川省,是,21,是
729213683,特步男鞋复古潮鞋春季新款,特步男鞋,112,145,77,2293,408,96,网布透气,混合鞋底,套脚款式,复古潮鞋,春季新款,37,男,湖北省,否,0,否
827875394,回力经典运动休闲春季新款,回力经典,144,206,70,1375,250,93,真皮柔软,混合鞋底,系带设计,运动休闲,春季新款,57,男,安徽省,是,4,是
633610973,耐克潮流工装硬朗夏季透气,耐克潮流,124,125,99,21,56,94,飞织面料,PU中底,系带设计,工装硬朗,夏季透气,53,男,四川省,是,22,否
431698164,斯凯奇潮运动休闲夏季透气,斯凯奇潮,226,260,87,759,2559,95,超纤皮鞋,PU中底,系带设计,运动休闲,夏季透气,34,女,安徽省,否,12,否
873967835,其他品牌复古潮鞋四季通用,其他品牌,99,121,82,1377,699,97,飞织面料,PU中底,魔术贴鞋,复古潮鞋,四季通用,52,男,浙江省,否,4,否
301249982,李宁休闲运动休闲四季通用,李宁休闲,99,124,80,4061,1466,99,飞织面料,橡胶大底,松紧带鞋,运动休闲,四季通用,51,男,湖北省,是,21,是
613146750,特步男鞋户外机能春季新款,特步男鞋,107,191,56,1346,6041,96,混合材质,TPR鞋底,系带设计,户外机能,春季新款,44,女,江苏省,否,0,否
600828102,鸿星尔克户外机能秋季百搭,鸿星尔克,99,118,84,2525,2800,90,网布透气,MD发泡底,魔术贴鞋,户外机能,秋季百搭,51,女,山东省,是,13,否
268361899,斯凯奇潮简约百搭春季新款,斯凯奇潮,99,152,65,925,2041,95,混合材质,混合鞋底,套脚款式,简约百搭,春季新款,34,女,河南省,否,4,否
230151688,阿迪达斯日常休闲冬季保暖,阿迪达斯,99,183,54,495,3000,99,高端飞织,MD发泡底,拉链鞋款,日常休闲,冬季保暖,35,女,安徽省,否,21,否
746027762,特步男鞋潮流高街四季通用,特步男鞋,156,156,100,1315,300,96,高端飞织,PU中底,魔术贴鞋,潮流高街,四季通用,39,女,河南省,是,0,是
550254076,阿迪达斯复古潮鞋冬季保暖,阿迪达斯,107,130,82,722,406,93,飞织面料,混合鞋底,套脚款式,复古潮鞋,冬季保暖,48,女,河北省,否,4,是
230477924,安踏运动简约百搭冬季保暖,安踏运动,123,237,52,1336,7640,96,网布透气,MD发泡底,魔术贴鞋,简约百搭,冬季保暖,48,女,广东省,是,20,否
588861341,回力经典潮流高街秋季百搭,回力经典,99,152,65,801,3022,85,布面材质,EVA轻底,系带设计,潮流高街,秋季百搭,55,男,浙江省,是,20,否
908702615,鸿星尔克工装硬朗春季新款,鸿星尔克,304,385,79,292,353,96,混合材质,PU中底,系带设计,工装硬朗,春季新款,59,女,河南省,否,22,否
892642855,回力经典潮流高街秋季百搭,回力经典,99,198,50,957,5810,95,混合材质,EVA轻底,魔术贴鞋,潮流高街,秋季百搭,44,女,福建省,否,7,否
774879148,鸿星尔克运动休闲秋季百搭,鸿星尔克,237,320,74,65,2773,97,飞织面料,PU中底,系带设计,运动休闲,秋季百搭,45,女,山东省,是,13,否
177188635,斯凯奇潮工装硬朗春季新款,斯凯奇潮,569,1116,51,1248,2567,90,高端飞织,混合鞋底,套脚款式,工装硬朗,春季新款,51,男,江苏省,是,7,是
625576368,回力经典潮流高街夏季透气,回力经典,99,122,81,3626,705,99,超纤皮鞋,混合鞋底,拉链鞋款,潮流高街,夏季透气,53,女,安徽省,是,13,是
996316918,斯凯奇潮日常休闲春季新款,斯凯奇潮,194,255,76,1492,11381,90,高端飞织,EVA轻底,魔术贴鞋,日常休闲,春季新款,44,男,四川省,否,16,是
773615034,特步男鞋日常休闲冬季保暖,特步男鞋,133,211,63,1240,225,92,网布透气,EVA轻底,魔术贴鞋,日常休闲,冬季保暖,42,女,河北省,否,21,否
755370252,鸿星尔克简约百搭冬季保暖,鸿星尔克,99,121,82,25,454,91,超纤皮鞋,PU中底,套脚款式,简约百搭,冬季保暖,39,女,广东省,是,12,否
843217517,鸿星尔克潮流高街春季新款,鸿星尔克,118,193,61,25,839,90,飞织面料,PU中底,套脚款式,潮流高街,春季新款,62,女,广东省,否,21,否
113087908,斯凯奇潮工装硬朗冬季保暖,斯凯奇潮,99,102,97,50,1877,97,网布透气,橡胶大底,松紧带鞋,工装硬朗,冬季保暖,42,女,浙江省,否,22,否
272144546,京东京造简约百搭夏季透气,京东京造,99,198,50,1354,571,96,网布透气,橡胶大底,魔术贴鞋,简约百搭,夏季透气,50,女,山东省,否,20,否
957219300,鸿星尔克简约百搭夏季透气,鸿星尔克,114,168,68,868,1129,90,合成革鞋,EVA轻底,拉链鞋款,简约百搭,夏季透气,56,男,湖北省,是,13,是
411748138,李宁休闲潮流高街秋季百搭,李宁休闲,151,176,86,26,1468,96,布面材质,PU中底,套脚款式,潮流高街,秋季百搭,19,男,浙江省,否,21,否
952167742,阿迪达斯运动休闲冬季保暖,阿迪达斯,99,111,89,734,2480,99,真皮柔软,混合鞋底,松紧带鞋,运动休闲,冬季保暖,41,女,浙江省,是,14,否
902973172,耐克潮流复古潮鞋四季通用,耐克潮流,99,102,97,33,577,90,混合材质,PU中底,魔术贴鞋,复古潮鞋,四季通用,31,男,福建省,否,2,是
529540519,其他品牌潮流高街春季新款,其他品牌,153,255,60,1251,578,91,合成革鞋,PU中底,套脚款式,潮流高街,春季新款,39,男,福建省,是,6,否
138540897,阿迪达斯简约百搭秋季百搭,阿迪达斯,312,395,79,1409,302,88,混合材质,MD发泡底,魔术贴鞋,简约百搭,秋季百搭,36,女,湖北省,否,20,否
605611039,李宁休闲简约百搭秋季百搭,李宁休闲,305,328,93,1439,862,90,混合材质,TPR鞋底,拉链鞋款,简约百搭,秋季百搭,44,男,福建省,是,23,否
675723724,安踏运动复古潮鞋四季通用,安踏运动,99,112,88,1318,318,92,真皮柔软,TPR鞋底,松紧带鞋,复古潮鞋,四季通用,51,男,江苏省,否,8,否
728384366,安踏运动复古潮鞋冬季保暖,安踏运动,223,248,90,3020,6775,95,合成革鞋,橡胶大底,套脚款式,复古潮鞋,冬季保暖,55,女,安徽省,否,12,是
567937716,鸿星尔克复古潮鞋春季新款,鸿星尔克,126,197,64,30,300,99,高端飞织,PU中底,拉链鞋款,复古潮鞋,春季新款,52,男,河北省,是,21,否
251409115,李宁休闲复古潮鞋冬季保暖,李宁休闲,248,394,63,1323,2765,96,合成革鞋,橡胶大底,套脚款式,复古潮鞋,冬季保暖,41,女,四川省,否,20,否
109010740,其他品牌复古潮鞋夏季透气,其他品牌,99,106,93,815,1622,96,高端飞织,橡胶大底,魔术贴鞋,复古潮鞋,夏季透气,45,女,浙江省,否,15,是
121425585,耐克潮流简约百搭春季新款,耐克潮流,133,151,88,2462,939,85,超纤皮鞋,TPR鞋底,系带设计,简约百搭,春季新款,62,女,四川省,否,4,否
952564105,耐克潮流简约百搭夏季透气,耐克潮流,156,274,57,105,762,96,飞织面料,TPR鞋底,松紧带鞋,简约百搭,夏季透气,30,男,湖北省,否,23,否
855675820,其他品牌潮流高街四季通用,其他品牌,124,203,61,1157,55,98,合成革鞋,TPR鞋底,拉链鞋款,潮流高街,四季通用,42,男,河北省,否,9,是
182215593,耐克潮流潮流高街四季通用,耐克潮流,99,160,62,369,933,92,混合材质,橡胶大底,拉链鞋款,潮流高街,四季通用,62,男,江苏省,否,5,是
766328390,京东京造潮流高街秋季百搭,京东京造,99,150,66,43,29042,90,超纤皮鞋,TPR鞋底,魔术贴鞋,潮流高街,秋季百搭,48,男,四川省,否,22,是
697552213,鸿星尔克户外机能冬季保暖,鸿星尔克,99,180,55,47,178,92,超纤皮鞋,橡胶大底,系带设计,户外机能,冬季保暖,38,女,福建省,是,7,是
321119338,其他品牌工装硬朗春季新款,其他品牌,173,275,63,2,272,95,飞织面料,EVA轻底,拉链鞋款,工装硬朗,春季新款,57,男,湖北省,是,5,否
729339992,回力经典简约百搭冬季保暖,回力经典,99,171,58,427,8066,94,飞织面料,EVA轻底,松紧带鞋,简约百搭,冬季保暖,56,女,河北省,否,4,是
897985070,耐克潮流户外机能夏季透气,耐克潮流,507,818,62,152,192,90,布面材质,PU中底,拉链鞋款,户外机能,夏季透气,50,女,浙江省,是,13,否
842665689,阿迪达斯日常休闲冬季保暖,阿迪达斯,99,110,90,2687,1445,94,飞织面料,混合鞋底,拉链鞋款,日常休闲,冬季保暖,57,男,广东省,是,21,否
316543639,耐克潮流潮流高街春季新款,耐克潮流,99,198,50,1316,909,92,布面材质,TPR鞋底,魔术贴鞋,潮流高街,春季新款,44,女,浙江省,否,0,否
360844239,其他品牌日常休闲冬季保暖,其他品牌,99,129,77,3813,1558,87,飞织面料,MD发泡底,系带设计,日常休闲,冬季保暖,53,男,湖北省,否,23,是
825239687,安踏运动简约百搭夏季透气,安踏运动,99,99,100,6,186,89,网布透气,EVA轻底,松紧带鞋,简约百搭,夏季透气,48,女,河北省,否,8,是
960214513,李宁休闲日常休闲秋季百搭,李宁休闲,99,116,85,1357,593,94,网布透气,橡胶大底,套脚款式,日常休闲,秋季百搭,50,男,安徽省,是,23,是
327948487,阿迪达斯日常休闲四季通用,阿迪达斯,164,248,66,1403,1490,95,真皮柔软,混合鞋底,松紧带鞋,日常休闲,四季通用,45,女,湖北省,否,3,否
323634446,鸿星尔克简约百搭春季新款,鸿星尔克,99,190,52,381,5677,97,混合材质,混合鞋底,拉链鞋款,简约百搭,春季新款,37,女,河北省,否,17,是
858714762,京东京造日常休闲秋季百搭,京东京造,99,112,88,4890,965,93,混合材质,TPR鞋底,松紧带鞋,日常休闲,秋季百搭,62,女,河北省,否,3,是
828377207,李宁休闲日常休闲春季新款,李宁休闲,149,237,63,554,1522,96,飞织面料,TPR鞋底,松紧带鞋,日常休闲,春季新款,42,女,广东省,否,11,是
857309368,阿迪达斯潮流高街四季通用,阿迪达斯,99,136,73,1115,2117,92,高端飞织,TPR鞋底,套脚款式,潮流高街,四季通用,47,男,河南省,否,0,是
592141709,鸿星尔克户外机能四季通用,鸿星尔克,141,271,52,48,3186,90,合成革鞋,EVA轻底,拉链鞋款,户外机能,四季通用,46,女,福建省,是,21,否
934456637,特步男鞋简约百搭冬季保暖,特步男鞋,319,550,58,738,3127,92,混合材质,TPR鞋底,套脚款式,简约百搭,冬季保暖,47,男,广东省,否,15,是
270196820,鸿星尔克复古潮鞋冬季保暖,鸿星尔克,204,276,74,1055,829,94,真皮柔软,EVA轻底,套脚款式,复古潮鞋,冬季保暖,56,女,河北省,是,3,否
415864079,阿迪达斯运动休闲秋季百搭,阿迪达斯,99,198,50,1463,7049,99,飞织面料,EVA轻底,松紧带鞋,运动休闲,秋季百搭,51,男,安徽省,否,14,是
186984027,其他品牌工装硬朗春季新款,其他品牌,99,141,70,2254,2761,92,网布透气,PU中底,系带设计,工装硬朗,春季新款,30,女,湖北省,是,20,否
916294309,回力经典户外机能冬季保暖,回力经典,99,101,98,17,1905,99,混合材质,混合鞋底,魔术贴鞋,户外机能,冬季保暖,39,男,山东省,是,8,否
928628621,京东京造复古潮鞋冬季保暖,京东京造,232,237,98,3736,3960,92,混合材质,TPR鞋底,松紧带鞋,复古潮鞋,冬季保暖,52,男,浙江省,否,23,否
317969092,阿迪达斯复古潮鞋春季新款,阿迪达斯,128,145,88,4061,715,97,真皮柔软,混合鞋底,套脚款式,复古潮鞋,春季新款,46,男,河北省,是,16,否
432200248,鸿星尔克工装硬朗春季新款,鸿星尔克,104,208,50,36,334,92,混合材质,EVA轻底,系带设计,工装硬朗,春季新款,40,女,四川省,是,21,是
570785223,其他品牌简约百搭秋季百搭,其他品牌,99,138,72,662,1140,97,网布透气,MD发泡底,拉链鞋款,简约百搭,秋季百搭,61,女,安徽省,是,22,否
628603703,特步男鞋工装硬朗四季通用,特步男鞋,143,186,77,972,1571,93,超纤皮鞋,PU中底,拉链鞋款,工装硬朗,四季通用,38,女,四川省,是,19,否
487982989,特步男鞋简约百搭四季通用,特步男鞋,111,119,93,867,393,85,合成革鞋,TPR鞋底,魔术贴鞋,简约百搭,四季通用,50,男,福建省,是,23,否
762072773,其他品牌简约百搭四季通用,其他品牌,99,130,76,4741,47,85,真皮柔软,橡胶大底,拉链鞋款,简约百搭,四季通用,43,男,广东省,否,10,是
636070839,耐克潮流户外机能春季新款,耐克潮流,208,277,75,1289,1281,91,布面材质,PU中底,套脚款式,户外机能,春季新款,47,男,浙江省,是,22,否
640899552,其他品牌日常休闲秋季百搭,其他品牌,157,308,51,1395,194,85,飞织面料,混合鞋底,魔术贴鞋,日常休闲,秋季百搭,31,女,山东省,是,2,是
720502088,其他品牌户外机能夏季透气,其他品牌,99,183,54,49,2351,94,真皮柔软,TPR鞋底,魔术贴鞋,户外机能,夏季透气,60,男,江苏省,是,5,否
362225317,耐克潮流简约百搭冬季保暖,耐克潮流,99,183,54,1314,578,93,真皮柔软,EVA轻底,松紧带鞋,简约百搭,冬季保暖,49,男,福建省,否,4,否
955112885,李宁休闲潮流高街秋季百搭,李宁休闲,101,135,75,392,742,94,网布透气,PU中底,魔术贴鞋,潮流高街,秋季百搭,37,女,河北省,否,5,否
905647782,鸿星尔克运动休闲夏季透气,鸿星尔克,230,277,83,2736,1912,97,高端飞织,混合鞋底,拉链鞋款,运动休闲,夏季透气,49,女,湖北省,否,6,是
572528106,耐克潮流简约百搭四季通用,耐克潮流,99,127,78,40,3743,90,飞织面料,TPR鞋底,套脚款式,简约百搭,四季通用,61,女,福建省,是,8,否
384097604,鸿星尔克户外机能冬季保暖,鸿星尔克,99,136,73,19,867,93,网布透气,MD发泡底,系带设计,户外机能,冬季保暖,54,男,河北省,否,13,是
524456169,李宁休闲工装硬朗冬季保暖,李宁休闲,152,292,52,894,340,91,网布透气,橡胶大底,套脚款式,工装硬朗,冬季保暖,52,男,江苏省,是,23,是
